x,y,z,count
51.4195,-282.937,131.246,114
161.799,-43.0852,-532.904,74
-15.7361,352.916,245.269,96
224.146,299.95,383.817,94
304.891,418.606,-98.6756,88
375.084,-100.213,-408.318,110
-64.5951,472.402,154.659,91
-407.127,53.8747,408.534,103
493.537,204.963,-92.8595,95
297.759,-308.698,352.542,73
224.057,-147.875,360.054,62
-80.0844,-363.811,-470.71,187
327.563,-429.229,-151.391,89
-406.612,104.379,-29.2058,101
382.387,-427.497,-213.032,53
42.7439,146.169,-53.9486,109
205.553,-211.481,-225.176,106
-90.7766,-18.8682,-510.581,91
50.6046,-147.268,-176.429,123
-62.2954,285.693,306.173,107
52.3085,-132.78,294.124,114
-259.089,365.599,-7.44969,132
-118.703,218.454,-171.139,97
309.223,-156.255,160.582,102
186.89,272.71,-72.0278,107
195.571,577.325,-66.8533,101
239.975,-33.8301,-192.679,86
114.113,486.56,157.99,86
141.089,61.5811,-101.945,114
-183.396,164.173,-196.875,106
253.437,-525.423,86.6131,115
-200.384,-210.845,-516.294,71
-262.783,86.3422,409.069,102
-377.077,-444.235,100.812,139
-191.787,185.702,-22.4024,116
51.2127,-410.238,-304.873,96
-242.914,-368.882,-145.939,100
-315.936,389.584,-303.237,67
-226.264,298.398,-61.5793,115
-365.958,-32.0537,-453.554,92
264.762,169.423,-174.585,100
-92.1154,-329.162,312.912,52
-280.176,124.307,-304.674,109
239.024,251.072,349.131,88
-426.614,-130.624,178.547,95
-257.724,228.484,258.156,100
-450.769,-29.4499,-298.523,144
235.639,-93.342,-325.175,113
-98.8732,-397.101,414.339,98
519.238,163.072,-68.6655,90
-551.485,-65.3828,66.8567,89
-183.908,54.1653,371.404,112
105.139,169.869,-274.37,104
173.083,40.0872,64.8859,107
-380.312,-242.759,-222.806,84
-364.733,166.506,340.19,103
-584.317,195.08,23.2213,32
209.355,270.232,27.4921,110
-218.251,-374.25,-238.049,74
-2.11959,79.86,-148.633,91
-487.511,178.467,70.0225,60
-232.717,-351.871,61.3541,124
-470.503,-146.463,-38.115,115
-212.197,181.261,48.961,106
-487.96,217.839,178.76,107
-15.365,-115.83,-581.304,99
237.879,349.087,447.308,48
376.901,-8.81944,-56.6565,99
137.044,478.011,196.995,94
229.444,191.923,362.199,113
-149.195,-79.2638,233.957,94
-275.684,12.1717,254.035,94
-351.269,408.361,154.25,102
-54.826,-308.753,260.265,120
-84.1305,-19.6641,462.226,112
-571.97,18.0627,-94.4571,66
-7.30988,438.745,165.826,89
138.024,293.35,-491.241,106
-376,-107.931,145.037,107
307.345,191.796,28.5881,113
388.813,-137.873,-232.998,120
-324.857,-438.143,154.45,130
-511.106,-187.586,112.636,111
-63.8614,191.775,448.291,112
-93.3422,-48.7198,-212.41,121
-348.538,357.077,162.379,68
-207.967,198.536,-545.37,27
-26.8457,22.218,150.783,116
222.328,69.1732,265.099,109
2.58129,-164.943,-152.097,108
223.898,-472.203,-202.17,68
146.568,-143.722,185.354,94
153.689,-185.196,273.809,98
-82.4497,306.711,-165.975,82
304.435,262.556,-310.077,103
-474.963,-157.036,-276.361,98
-114.385,19.5909,335.277,103
-2.35056,-538.556,262.091,62
-26.1115,187.074,-524.452,105
-218.873,338.168,-219.45,98
-298.214,248.615,-188.754,97
-20.6388,80.7758,357.99,114
306.212,-193.208,458.699,67
4.7629,-444.359,-239.916,78
-72.8748,-144.922,-132.127,87
45.0598,388.605,349.543,138
